revisited,avg_avg_bitrate,avg_buffer_ratio,avg_buffer_underruns,avg_playtime,avg_startup_time,avg_bitrate,bufferRatio,buffer_underruns,playtime,startup_time,betterBitrate,betterBufferRatio,betterBufferUnderruns,betterPlayTime,betterStartupTime,visitsSameDay
0,1.0456871714285711,0.7194748774879297,0.17142857142857143,26.684047619047636,3.8257999999999996,0.0,0.0,0.0,1.0,1.057,0.0,0.0,0.0,1.0,1.0,0
0,2.708738,0.0,0.0,52.266666666666666,4.0084,1.53476,0.0,0.0,1.6166666666666667,3.56,0.0,0.0,0.0,0.0,1.0,1
0,0.6059788571428572,0.0,0.0,18.064285714285713,3.7525714285714282,0.362784,0.0,0.0,0.2,4.526,0.0,0.0,0.0,0.0,0.0,0
0,2.020571789473684,14.105831800089815,0.7894736842105263,33.65684210526316,3.7657473684210516,1.62235,0.0,0.0,28.05,2.858,0.0,0.0,0.0,0.0,1.0,1
0,1.8360325714285712,1.2645878975802998,0.0476190476190476,29.784325396825373,1.719630952380952,3.43689,0.0,0.0,20.8,2.979,0.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.03333333333333333,1.832,0.0,0.0,0.0,0.03333333333333333,1.832,0.0,0.0,0.0,0.0,0.0,0
0,0.7956251428571428,0.0,0.0,174.95476190476194,2.621,0.762451,0.0,0.0,208.61666666666667,1.162,1.0,0.0,0.0,1.0,1.0,0
0,2.6287654545454546,0.4522906211036547,1.9090909090909092,47.96818181818181,2.484272727272727,0.89708,2.2401869158878505,12.0,17.833333333333332,2.493,0.0,0.0,0.0,0.0,1.0,0
0,3.1848566000000003,6.782990358834636,0.2888888888888889,64.25203703703707,2.6697666666666664,1.2162,0.0,0.0,129.71666666666667,2.146,1.0,0.0,0.0,1.0,0.0,1
0,5.829623047619047,5.8436056101448415,0.44285714285714267,21.73214285714287,3.273728571428569,8.44425,4.384234090182283,4.0,104.23333333333333,1.606,1.0,0.0,0.0,1.0,1.0,3
0,0.019226850828729276,7.7608580208017335,0.30939226519337026,5.943554327808473,5.515254143646409,0.0,0.0,0.0,6.75,6.925,0.0,0.0,0.0,0.0,1.0,5
0,0.7019150364963506,6.246537103868785,0.8759124087591241,28.066423357664235,5.181781021897807,1.49388,0.0,0.0,88.85,4.331,0.0,0.0,0.0,0.0,1.0,0
